Category,Message
ham,Classification : Just sleeping..and surfing
ham,"Classification : Sorry, I'll call later"
ham,Classification : U calling me right? Call my hand phone...
ham,Classification : Ok that's great thanx a lot.
ham,Classification : I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,Classification : Where u been hiding stranger?
ham,Classification : Am not interested to do like that.
ham,Classification : My sister cleared two round in birla soft yesterday.
ham,Classification : Gudnite....tc...practice going on
ham,Classification : Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Classification : One small prestige problem now.
spam,Classification : Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,Classification : Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,"Classification : Nah can't help you there, I've never had an iphone"
ham,Classification : If you're not in my car in an hour and a half I'm going apeshit
ham,"Classification : TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Classification : Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,Classification : &lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,"Classification : Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
spam,Classification : Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Classification : Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,"Classification : I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,"Classification : Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,Classification : Ha ha cool cool chikku chikku:-):-DB-)
ham,Classification : Oh ok no prob..
ham,Classification : Check audrey's status right now
ham,Classification : Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,"Classification : Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,Classification : Well i know Z will take care of me. So no worries.
spam,"Classification : Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
spam,Classification : Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,Classification : Wat uniform? In where get?
ham,"Classification : Cool, text me when you're ready"
ham,"Classification : Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Classification : I will spoil you in bed as well :)
ham,Classification : I'm going for bath will msg you next  &lt;#&gt;  min..
ham,Classification : I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam,"Classification : Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,Classification : Can you say what happen
ham,Classification : You could have seen me..i did't recognise you Face.:)
ham,Classification : Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,Classification : Keep my payasam there if rinu brings
ham,Classification : I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"Classification : I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,"Classification : Yeah sure, give me a couple minutes to track down my wallet"
ham,Classification : Hey leave it. not a big deal:-) take care.
ham,Classification : Hey i will be late ah... Meet you at 945+
spam,"Classification : Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,Classification : It took Mr owl 3 licks
ham,Classification : Customer place i will call you.
ham,Classification : Mm that time you dont like fun
spam,Classification : 4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Classification : Yup having my lunch buffet now.. U eat already?
ham,Classification : Huh so late... Fr dinner?
ham,Classification : Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,Classification : Morning only i can ok.
ham,Classification : Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Classification : Pick you up bout 7.30ish? What time are  and that going?
ham,Classification : From here after The performance award is calculated every two month.not for current one month period..
ham,Classification : Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,"Classification : You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,"Classification : Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Classification : Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,"Classification : FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
ham,Classification : Dear how is chechi. Did you talk to her
ham,Classification : The hair cream has not been shipped.
ham,Classification : None of that's happening til you get here though
ham,"Classification : Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,"Classification : Haha get used to driving to usf man, I know a lot of stoners"
ham,Classification : All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,Classification : Hello! Good week? Fancy a drink or something later?
ham,Classification : Headin towards busetop
ham,Classification : Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Classification : Come by our room at some point so we can iron out the plan for this weekend
ham,Classification : Cos i want it to be your thing
ham,"Classification : Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
ham,Classification : Bring home some Wendy =D
spam,Classification : 100 dating service cal;l 09064012103 box334sk38ch
ham,Classification : Whatsup there. Dont u want to sleep
ham,Classification : Alright i have a new goal now
spam,Classification : FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,"Classification : Alright, I'll head out in a few minutes, text me where to meet you"
spam,Classification : Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,Classification : Yes:)from last week itself i'm taking live call.
spam,Classification : Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Classification : Siva is in hostel aha:-.
spam,Classification : URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
